Player,Draft_Year,Team,Conf,G,Cmp,Att,Yds,TD,Int,Rushing_Att,Rushing_Yds,Rushing_TD
Raymond Niro III,2022,Northwestern,Big Ten,,,,,,,2.0,-7.0,0.0
Rayshad Lewis,2020,Maryland,Big Ten,,,,,,,1.0,-7.0,0.0
Rayshon Luke,2023,Arizona,Pac-12,,,,,,,15.0,105.0,0.0
Rayshon Luke,2024,Arizona,Pac-12,,,,,,,37.0,153.0,1.0
Rayuan Lane,2023,Navy,American,,,,,,,1.0,28.0,0.0
Re'Mahn Davis,2020,Temple,American,,,,,,,193.0,936.0,8.0
Re'Mahn Davis,2021,Temple,American,,,,,,,78.0,308.0,1.0
Re'Mahn Davis,2022,Vanderbilt,SEC,,,,,,,44.0,211.0,1.0
Re'Mahn Davis,2023,Vanderbilt,SEC,,,,,,,232.0,1042.0,5.0
Re'Mahn Davis,2024,Kentucky,SEC,,,,,,,199.0,1129.0,14.0
Re-al Mitchell,2020,Iowa State,Big 12,5.0,2.0,4.0,14.0,1.0,0.0,11.0,100.0,1.0
Re-al Mitchell,2021,Temple,American,3.0,26.0,52.0,233.0,1.0,2.0,34.0,114.0,0.0
Reagan Williams,2020,Rice,CUSA,,,,,,,4.0,16.0,0.0
Rece Verhoff,2023,Marshall,Sun Belt,,,,,,,1.0,-13.0,0.0
Reece Udinski,2022,Maryland,Big Ten,4.0,11.0,15.0,100.0,1.0,1.0,,,
Reed Tyler,2022,Arkansas State,Sun Belt,,,,,,,1.0,8.0,0.0
Reese Clark,2024,Temple,American,,,,,,,3.0,8.0,0.0
Reese White,2020,Coastal Carolina,Sun Belt,,,,,,,36.0,167.0,3.0
Reese White,2021,Coastal Carolina,Sun Belt,,,,,,,88.0,478.0,6.0
Reese White,2022,Coastal Carolina,Sun Belt,,,,,,,72.0,515.0,7.0
Reese White,2023,Coastal Carolina,Sun Belt,,,,,,,99.0,544.0,5.0
Reese White,2024,Coastal Carolina,Sun Belt,,,,,,,77.0,252.0,2.0
Reggie Corbin,2020,Illinois,Big Ten,,,,,,,143.0,675.0,7.0
Reggie Love III,2021,Illinois,Big Ten,,,,,,,10.0,12.0,0.0
Reggie Love III,2022,Illinois,Big Ten,,,,,,,44.0,158.0,0.0
Reggie Love III,2023,Illinois,Big Ten,,,,,,,70.0,316.0,2.0
Reggie Love III,2024,Illinois,Big Ten,,,,,,,116.0,567.0,4.0
Reggie Roberson Jr.,2020,SMU,American,,,,,,,2.0,7.0,0.0
Reggion Bennett,2024,Jacksonville State,CUSA,,,,,,,27.0,60.0,0.0
Reginald Todd,2022,Troy,Sun Belt,7.0,0.0,1.0,0.0,0.0,0.0,2.0,35.0,0.0
Reid Bauer,2022,Arkansas,SEC,13.0,1.0,1.0,32.0,1.0,0.0,1.0,23.0,0.0
Reid Herring,2020,East Carolina,American,3.0,5.0,8.0,74.0,0.0,0.0,2.0,12.0,1.0
Reikan Donaldson,2021,Army,Ind,,,,,,,1.0,29.0,0.0
Reikan Donaldson,2022,Army,Ind,,,,,,,2.0,1.0,0.0
Renard Bell,2021,Washington State,Pac-12,,,,,,,1.0,-3.0,0.0
Renard Bell,2023,Washington State,Pac-12,,,,,,,1.0,-2.0,0.0
Rex Culpepper,2020,Syracuse,ACC,2.0,0.0,1.0,0.0,0.0,0.0,1.0,-6.0,0.0
Rex Culpepper,2021,Syracuse,ACC,10.0,94.0,190.0,1028.0,9.0,8.0,26.0,-64.0,0.0
Reynaldo Flores,2020,UTEP,CUSA,,,,,,,11.0,44.0,0.0
Reynaldo Flores,2021,UTEP,CUSA,,,,,,,4.0,28.0,0.0
Reynaldo Flores,2022,UTEP,CUSA,12.0,0.0,1.0,0.0,0.0,0.0,32.0,130.0,0.0
Reynaldo Flores,2023,UTEP,CUSA,,,,,,,38.0,276.0,5.0
Rhamondre Stevenson,2020,Oklahoma,Big 12,,,,,,,64.0,515.0,6.0
Rhamondre Stevenson,2021,Oklahoma,Big 12,,,,,,,101.0,665.0,7.0
Rhett Rodriguez,2020,Arizona,Pac-12,,,,,,,1.0,-3.0,0.0
Rhett Rodriguez,2021,Arizona,Pac-12,1.0,7.0,16.0,52.0,0.0,2.0,1.0,5.0,0.0
Rhett Rodriguez,2022,Louisiana-Monroe,Sun Belt,6.0,70.0,137.0,799.0,4.0,3.0,35.0,45.0,0.0
Richard Newton,2020,Washington,Pac-12,10.0,1.0,1.0,13.0,1.0,0.0,117.0,498.0,10.0
Richard Newton,2021,Washington,Pac-12,,,,,,,23.0,122.0,2.0
Richard Newton,2022,Washington,Pac-12,,,,,,,39.0,138.0,1.0
Richard Newton,2023,Washington,Pac-12,,,,,,,45.0,213.0,1.0
Richard Newton,2024,Washington,Pac-12,,,,,,,5.0,30.0,0.0
Richard Reese,2023,Baylor,Big 12,,,,,,,198.0,972.0,14.0
Richard Reese,2024,Baylor,Big 12,,,,,,,66.0,306.0,2.0
Richard Young,2024,Alabama,SEC,,,,,,,9.0,24.0,1.0
Richie Worship,2020,Purdue,Big Ten,,,,,,,1.0,3.0,0.0
Rick Wells,2022,Florida,SEC,,,,,,,1.0,10.0,0.0
Rickey Hunt,2024,Ohio,MAC,,,,,,,23.0,134.0,4.0
Rickie Collins,2024,LSU,SEC,1.0,2.0,2.0,3.0,0.0,0.0,3.0,19.0,0.0
Ricky Pearsall,2020,Arizona State,Pac-12,,,,,,,1.0,1.0,0.0
Ricky Pearsall,2021,Arizona State,Pac-12,4.0,1.0,1.0,52.0,0.0,0.0,3.0,33.0,1.0
Ricky Pearsall,2022,Arizona State,Pac-12,13.0,2.0,2.0,59.0,1.0,0.0,6.0,44.0,1.0
Ricky Pearsall,2023,Florida,SEC,,,,,,,8.0,113.0,1.0
Ricky Pearsall,2024,Florida,SEC,,,,,,,3.0,62.0,2.0
Ricky Person Jr.,2020,North Carolina State,ACC,,,,,,,61.0,229.0,3.0
Ricky Person Jr.,2021,North Carolina State,ACC,12.0,1.0,1.0,2.0,1.0,0.0,147.0,643.0,4.0
Ricky Person Jr.,2022,North Carolina State,ACC,12.0,0.0,1.0,0.0,0.0,1.0,135.0,636.0,5.0
Ricky Slade,2020,Penn State,Big Ten,,,,,,,47.0,214.0,2.0
Ricky Walker III,2020,California,Pac-12,,,,,,,1.0,-5.0,0.0
Ricky White,2023,Nevada-Las Vegas,MWC,,,,,,,1.0,3.0,0.0
Ricky White,2024,Nevada-Las Vegas,MWC,,,,,,,1.0,1.0,0.0
Rico Barfield,2022,Ball State,MAC,,,,,,,3.0,12.0,0.0
Rico Barfield,2023,Ball State,MAC,,,,,,,15.0,60.0,0.0
Rico Barfield,2024,Ball State,MAC,,,,,,,25.0,96.0,1.0
Rico Dowdle,2020,South Carolina,SEC,,,,,,,106.0,498.0,4.0
Riley Burt,2020,Utah State,MWC,,,,,,,26.0,89.0,0.0
Riley Lees,2020,Northwestern,Big Ten,,,,,,,3.0,6.0,0.0
Riley Lees,2021,Northwestern,Big Ten,9.0,2.0,2.0,48.0,0.0,0.0,6.0,2.0,0.0
Riley Leonard,2022,Duke,ACC,7.0,37.0,62.0,381.0,1.0,1.0,47.0,173.0,2.0
Riley Leonard,2023,Duke,ACC,13.0,250.0,392.0,2967.0,20.0,6.0,124.0,699.0,13.0
Riley Leonard,2024,Duke,ACC,7.0,95.0,165.0,1102.0,3.0,3.0,58.0,352.0,4.0
Riley Neal,2020,Vanderbilt,SEC,11.0,149.0,258.0,1585.0,9.0,5.0,53.0,58.0,0.0
Riley Riethman,2022,Navy,American,,,,,,,1.0,16.0,0.0
Riley Smith,2021,Boise State,MWC,,,,,,,4.0,36.0,0.0
Rob Fiorentino,2021,Kansas,Big 12,,,,,,,2.0,4.0,0.0
Robbie Kelley,2020,Akron,MAC,8.0,10.0,28.0,75.0,0.0,3.0,7.0,-5.0,0.0
Robbie Mangas,2023,Buffalo,MAC,,,,,,,1.0,5.0,0.0
Robby Ashford,2023,Auburn,SEC,12.0,123.0,250.0,1613.0,7.0,7.0,153.0,710.0,7.0
Robby Ashford,2024,Auburn,SEC,10.0,14.0,27.0,145.0,2.0,2.0,46.0,217.0,5.0
Robby Rowell,2020,California,Pac-12,2.0,2.0,3.0,13.0,0.0,0.0,2.0,-2.0,0.0
Robby Rowell,2022,California,Pac-12,,,,,,,1.0,-4.0,0.0
Robert Armes,2023,Florida Atlantic,CUSA,,,,,,,2.0,16.0,0.0
Robert Armes,2024,Florida Atlantic,American,,,,,,,2.0,4.0,0.0
Robert Briggs,2023,Utah State,MWC,,,,,,,74.0,353.0,1.0
Robert Briggs,2024,Utah State,MWC,,,,,,,80.0,420.0,2.0
Robert Brown,2020,Texas State,Sun Belt,,,,,,,28.0,161.0,1.0
Robert Burns,2020,Miami (FL),ACC,,,,,,,29.0,116.0,0.0
Robert Burns,2020,Miami (FL),ACC,,,,,,,29.0,116.0,0.0
Robert Burns,2021,Miami (FL),ACC,,,,,,,16.0,63.0,0.0
Robert Burns,2021,Miami (FL),ACC,,,,,,,16.0,63.0,0.0
Robert Burns,2022,Connecticut,Ind,,,,,,,12.0,45.0,0.0
Robert Burns,2023,Connecticut,Ind,,,,,,,74.0,374.0,2.0
Robert Cope,2022,Ohio State,Big Ten,,,,,,,2.0,4.0,0.0
Robert Ferrel,2023,Washington State,Pac-12,,,,,,,1.0,-3.0,0.0
Robert Gross,2020,Air Force,MWC,,,,,,,1.0,2.0,0.0
Robert Henry,2024,UTSA,American,,,,,,,127.0,588.0,11.0
Robert Lewis,2022,Georgia State,Sun Belt,,,,,,,3.0,25.0,0.0
Robert Lewis,2023,Georgia State,Sun Belt,,,,,,,1.0,8.0,0.0
Robert Mahone,2020,Boise State,MWC,,,,,,,89.0,425.0,6.0
Robert Washington,2020,Old Dominion,CUSA,,,,,,,49.0,135.0,2.0
Roc Taylor,2023,Memphis,American,,,,,,,1.0,5.0,0.0
Roc Taylor,2024,Memphis,American,,,,,,,2.0,2.0,0.0
Rocco Becht,2023,Iowa State,Big 12,3.0,7.0,15.0,65.0,0.0,1.0,1.0,2.0,0.0
Rocco Becht,2024,Iowa State,Big 12,13.0,231.0,367.0,3120.0,23.0,8.0,62.0,63.0,3.0
Rocko Griffin,2021,Vanderbilt,SEC,,,,,,,37.0,92.0,0.0
Rocko Griffin,2022,Vanderbilt,SEC,,,,,,,145.0,517.0,4.0
Rocko Griffin,2023,Vanderbilt,SEC,,,,,,,9.0,86.0,1.0
Rocko Griffin,2024,UTSA,American,,,,,,,91.0,483.0,6.0
Rocky Lombardi,2020,Michigan State,Big Ten,8.0,7.0,21.0,74.0,0.0,2.0,4.0,-3.0,0.0
Rocky Lombardi,2021,Michigan State,Big Ten,6.0,84.0,157.0,1090.0,8.0,9.0,32.0,39.0,0.0
Rocky Lombardi,2022,Northern Illinois,MAC,13.0,200.0,343.0,2597.0,15.0,8.0,94.0,472.0,9.0
Rocky Lombardi,2023,Northern Illinois,MAC,4.0,50.0,75.0,645.0,5.0,1.0,6.0,1.0,1.0
Rocky Lombardi,2024,Northern Illinois,MAC,13.0,189.0,327.0,2274.0,11.0,7.0,72.0,129.0,7.0
Roderic Burns,2021,North Texas,CUSA,,,,,,,1.0,7.0,0.0
Roderic Burns,2022,North Texas,CUSA,,,,,,,2.0,18.0,0.0
Roderic Burns,2023,North Texas,CUSA,,,,,,,1.0,3.0,0.0
Roderick Daniels Jr.,2023,SMU,American,,,,,,,16.0,102.0,1.0
Roderick Daniels Jr.,2024,SMU,American,,,,,,,15.0,23.0,0.0
Roderick Robinson II,2024,Georgia,SEC,,,,,,,24.0,196.0,2.0
Rodney Gallagher,2024,West Virginia,Big 12,,,,,,,15.0,87.0,0.0
Rodney Hammond Jr.,2022,Pitt,ACC,,,,,,,102.0,504.0,5.0
Rodney Hammond Jr.,2023,Pitt,ACC,,,,,,,109.0,460.0,5.0
Rodney Hammond Jr.,2024,Pitt,ACC,,,,,,,118.0,547.0,4.0
Rodney Hill,2023,Florida State,ACC,,,,,,,27.0,144.0,1.0
Rodney Hill,2024,Florida State,ACC,,,,,,,50.0,190.0,1.0
Rodney Smith,2020,Minnesota,Big Ten,,,,,,,228.0,1163.0,8.0
Rodney Thompson,2021,Northern Illinois,MAC,2.0,1.0,2.0,34.0,0.0,0.0,6.0,20.0,1.0
Rodrigues Clark,2020,Memphis,American,,,,,,,26.0,85.0,1.0
Rodrigues Clark,2021,Memphis,American,,,,,,,136.0,561.0,2.0
Rodrigues Clark,2022,Memphis,American,10.0,1.0,1.0,40.0,1.0,0.0,79.0,387.0,4.0
Rodrigues Clark,2024,Southern Mississippi,Sun Belt,,,,,,,76.0,429.0,2.0
Roger Neal,2020,Nevada,MWC,,,,,,,11.0,19.0,0.0
Roman Fuller,2023,Tulsa,American,1.0,1.0,1.0,7.0,0.0,0.0,1.0,1.0,0.0
Roman Fuller,2024,Tulsa,American,4.0,20.0,30.0,121.0,2.0,3.0,2.0,-8.0,0.0
Roman Hemby,2022,Maryland,Big Ten,,,,,,,17.0,71.0,2.0
Roman Hemby,2023,Maryland,Big Ten,,,,,,,188.0,989.0,10.0
Roman Hemby,2024,Maryland,Big Ten,,,,,,,142.0,680.0,4.0
Roman Wilson,2021,Michigan,Big Ten,,,,,,,1.0,9.0,0.0
Roman Wilson,2022,Michigan,Big Ten,,,,,,,3.0,59.0,0.0
Roman Wilson,2023,Michigan,Big Ten,,,,,,,2.0,39.0,2.0
Roman Wilson,2024,Michigan,Big Ten,,,,,,,1.0,10.0,0.0
Rome Odunze,2021,Washington,Pac-12,,,,,,,3.0,-16.0,0.0
Rome Odunze,2022,Washington,Pac-12,,,,,,,2.0,13.0,0.0
Rome Odunze,2023,Washington,Pac-12,,,,,,,3.0,6.0,1.0
Rome Odunze,2024,Washington,Pac-12,,,,,,,2.0,37.0,1.0
Romello Brinson,2023,Miami (FL),ACC,,,,,,,2.0,-11.0,0.0
Romello Ross,2020,Central Michigan,MAC,,,,,,,2.0,4.0,0.0
Romeo Doubs,2020,Nevada,MWC,,,,,,,1.0,-1.0,0.0
Romeo Doubs,2021,Nevada,MWC,,,,,,,1.0,-4.0,0.0
Romeo Doubs,2022,Nevada,MWC,,,,,,,1.0,4.0,0.0
Ron Cook Jr.,2020,Buffalo,MAC,,,,,,,18.0,96.0,1.0
Ron Cook Jr.,2021,Buffalo,MAC,,,,,,,20.0,81.0,0.0
Ron Cook Jr.,2022,Buffalo,MAC,,,,,,,88.0,438.0,3.0
Ron Cook Jr.,2023,Buffalo,MAC,10.0,1.0,1.0,14.0,0.0,0.0,139.0,600.0,4.0
Ron Cook Jr.,2024,Buffalo,MAC,,,,,,,148.0,609.0,6.0
Ron Stone Jr.,2022,Washington State,Pac-12,,,,,,,1.0,12.0,0.0
Ron Tiavaasue,2024,New Mexico State,CUSA,,,,,,,2.0,24.0,1.0
Ron Wiggins,2024,Jacksonville State,CUSA,,,,,,,92.0,468.0,6.0
Ronald Awatt,2021,UTEP,CUSA,,,,,,,42.0,190.0,3.0
Ronald Awatt,2022,UTEP,CUSA,,,,,,,158.0,844.0,6.0
Ronald Awatt,2023,UTEP,CUSA,,,,,,,163.0,734.0,2.0
Ronald Thompkins,2021,Nebraska,Big Ten,,,,,,,5.0,24.0,0.0
Rondale Moore,2020,Purdue,Big Ten,,,,,,,3.0,3.0,0.0
Rondale Moore,2021,Purdue,Big Ten,,,,,,,6.0,32.0,1.0
Rondarius Gregory,2020,Northern Illinois,MAC,,,,,,,9.0,43.0,0.0
Rondarius Gregory,2021,Northern Illinois,MAC,,,,,,,10.0,47.0,0.0
Ronnie Bell,2020,Michigan,Big Ten,,,,,,,1.0,9.0,0.0
Ronnie Bell,2023,Michigan,Big Ten,14.0,0.0,1.0,0.0,0.0,0.0,3.0,23.0,1.0
Ronnie Jones,2020,Toledo,MAC,,,,,,,34.0,233.0,4.0
Ronnie Rivers,2020,Fresno State,MWC,,,,,,,177.0,899.0,13.0
Ronnie Rivers,2021,Fresno State,MWC,,,,,,,100.0,507.0,7.0
Ronnie Rivers,2022,Fresno State,MWC,,,,,,,161.0,788.0,5.0
Ronnie Walker Jr.,2020,Indiana,Big Ten,,,,,,,27.0,80.0,0.0
Ronnie Walker Jr.,2021,Virginia,ACC,,,,,,,23.0,66.0,0.0
Ronnie Walker Jr.,2022,Virginia,ACC,,,,,,,5.0,32.0,2.0
Ronnie Walker Jr.,2023,Virginia,ACC,,,,,,,10.0,40.0,1.0
Rontavious Groves,2020,North Carolina,ACC,13.0,1.0,1.0,2.0,1.0,0.0,3.0,11.0,0.0
Rontavious Groves,2021,North Carolina,ACC,11.0,1.0,1.0,1.0,1.0,0.0,,,
Rontavious Groves,2023,Texas State,Sun Belt,10.0,0.0,1.0,0.0,0.0,0.0,,,
Rontavius Groves,2020,North Carolina,ACC,13.0,1.0,1.0,2.0,1.0,0.0,3.0,11.0,0.0
Rontavius Groves,2021,North Carolina,ACC,4.0,1.0,1.0,1.0,1.0,0.0,,,
Roschon Johnson,2020,Texas,Big 12,13.0,0.0,1.0,0.0,0.0,0.0,123.0,649.0,7.0
Roschon Johnson,2021,Texas,Big 12,,,,,,,80.0,418.0,6.0
Roschon Johnson,2022,Texas,Big 12,12.0,1.0,1.0,2.0,0.0,0.0,96.0,569.0,5.0
Roschon Johnson,2023,Texas,Big 12,,,,,,,93.0,554.0,5.0
Roshauud Paul,2021,Arkansas State,Sun Belt,9.0,2.0,2.0,39.0,1.0,0.0,,,
Ross Bowers,2020,Northern Illinois,MAC,9.0,166.0,287.0,2130.0,7.0,8.0,34.0,-111.0,1.0
Ross Bowers,2021,Northern Illinois,MAC,6.0,123.0,212.0,1365.0,10.0,2.0,20.0,-59.0,0.0
Ross Fournet,2023,Florida International,CUSA,,,,,,,1.0,9.0,0.0
Ross James,2024,Oregon,Pac-12,14.0,0.0,1.0,0.0,0.0,1.0,,,
Roydell Williams,2021,Alabama,SEC,,,,,,,19.0,71.0,1.0
Roydell Williams,2022,Alabama,SEC,,,,,,,48.0,284.0,1.0
Roydell Williams,2023,Alabama,SEC,,,,,,,56.0,250.0,4.0
Roydell Williams,2024,Alabama,SEC,,,,,,,111.0,560.0,5.0
Rueben Owens,2024,Texas A&M,SEC,,,,,,,101.0,385.0,3.0
Russians Williams,2022,Liberty,Ind,,,,,,,1.0,3.0,0.0
Ryan Agnew,2020,San Diego State,MWC,12.0,234.0,371.0,2462.0,14.0,6.0,72.0,116.0,1.0
Ryan Browne,2024,Purdue,Big Ten,1.0,12.0,16.0,104.0,0.0,2.0,21.0,85.0,0.0
Ryan Bujcevski,2020,Texas,Big 12,,,,,,,1.0,3.0,0.0
Ryan Bujcevski,2024,SMU,American,14.0,0.0,1.0,0.0,0.0,0.0,,,
Ryan Burger,2023,Appalachian State,Sun Belt,1.0,4.0,6.0,40.0,0.0,0.0,2.0,23.0,0.0
Ryan Burger,2024,Appalachian State,Sun Belt,1.0,7.0,11.0,73.0,1.0,0.0,4.0,-10.0,0.0
Ryan Butler,2024,Stanford,Pac-12,,,,,,,18.0,60.0,0.0
Ryan Chalifoux,2020,Louisville,ACC,6.0,1.0,1.0,7.0,1.0,0.0,,,
Ryan Davis,2023,UAB,CUSA,5.0,0.0,1.0,0.0,0.0,0.0,,,
Ryan Glover,2022,California,Pac-12,1.0,11.0,29.0,94.0,0.0,0.0,6.0,-12.0,0.0
Ryan Glover,2023,Memphis,American,4.0,4.0,5.0,29.0,0.0,0.0,10.0,52.0,0.0
Ryan Graham,2020,Arkansas State,Sun Belt,,,,,,,23.0,134.0,2.0
Ryan Graham,2021,Arkansas State,Sun Belt,,,,,,,28.0,110.0,1.0
Ryan Hanson,2021,Arkansas State,Sun Belt,11.0,0.0,1.0,0.0,0.0,0.0,,,
Ryan Harwell,2021,Louisville,ACC,8.0,1.0,1.0,4.0,0.0,0.0,1.0,-2.0,0.0
Ryan Hilinski,2020,South Carolina,SEC,11.0,236.0,406.0,2357.0,11.0,5.0,33.0,-55.0,1.0
Ryan Hilinski,2021,South Carolina,SEC,2.0,4.0,6.0,34.0,0.0,0.0,2.0,0.0,0.0
Ryan Hilinski,2022,Northwestern,Big Ten,9.0,95.0,176.0,978.0,3.0,4.0,23.0,-67.0,1.0
Ryan Hilinski,2023,Northwestern,Big Ten,8.0,144.0,258.0,1644.0,6.0,7.0,20.0,-4.0,2.0
Ryan Hilinski,2024,Northwestern,Big Ten,3.0,2.0,4.0,88.0,1.0,0.0,1.0,2.0,0.0
Ryan Jankowski,2023,Akron,MAC,2.0,0.0,1.0,0.0,0.0,0.0,1.0,-8.0,0.0
Ryan Jones,2023,East Carolina,American,,,,,,,2.0,1.0,0.0
Ryan King,2023,Georgia Tech,ACC,,,,,,,1.0,-3.0,0.0
Ryan Lezon,2023,Ball State,MAC,,,,,,,1.0,3.0,0.0
Ryan Marquez,2023,Wyoming,MWC,,,,,,,3.0,12.0,0.0
Ryan Montgomery,2020,Cincinnati,American,,,,,,,20.0,106.0,2.0
Ryan Montgomery,2021,Cincinnati,American,,,,,,,15.0,41.0,0.0
Ryan Montgomery,2022,Cincinnati,American,,,,,,,46.0,312.0,3.0
Ryan Montgomery,2023,Cincinnati,American,,,,,,,63.0,270.0,5.0
Ryan Montgomery,2024,Cincinnati,Big 12,8.0,1.0,1.0,7.0,1.0,0.0,54.0,329.0,1.0
Ryan O'Keefe,2022,UCF,American,13.0,3.0,3.0,66.0,2.0,0.0,16.0,274.0,1.0
Ryan O'Keefe,2023,UCF,American,13.0,0.0,1.0,0.0,0.0,0.0,23.0,222.0,0.0
Ryan O'Keefe,2024,Boston College,ACC,5.0,0.0,1.0,0.0,0.0,0.0,5.0,40.0,1.0
Ryan Razzano,2022,Buffalo,MAC,,,,,,,1.0,5.0,0.0
Ryan Rehkow,2021,BYU,Ind,,,,,,,1.0,49.0,0.0
Ryan Rehkow,2024,BYU,Big 12,12.0,1.0,1.0,36.0,0.0,0.0,1.0,-5.0,0.0
Ryan Rizk,2022,Miami (FL),ACC,2.0,1.0,2.0,9.0,0.0,0.0,1.0,-5.0,0.0
Ryan Sanborn,2024,Texas,Big 12,14.0,1.0,1.0,1.0,0.0,0.0,,,
Ryan Staub,2024,Colorado,Pac-12,3.0,23.0,40.0,254.0,1.0,0.0,11.0,-26.0,0.0
Ryan Willis,2020,Virginia Tech,ACC,5.0,72.0,117.0,906.0,9.0,5.0,39.0,34.0,1.0
Ryan Wright,2022,Tulane,American,12.0,1.0,2.0,12.0,0.0,0.0,,,
SaRodorick Thompson,2020,Texas Tech,Big 12,,,,,,,160.0,765.0,12.0
SaRodorick Thompson,2021,Texas Tech,Big 12,,,,,,,109.0,610.0,8.0
SaRodorick Thompson,2022,Texas Tech,Big 12,,,,,,,107.0,500.0,10.0
SaRodorick Thompson,2023,Texas Tech,Big 12,,,,,,,139.0,684.0,7.0
Saevion Johnson,2020,Fresno State,MWC,,,,,,,4.0,26.0,0.0
Saevion Johnson,2021,Fresno State,MWC,,,,,,,1.0,1.0,0.0
Salvon Ahmed,2020,Washington,Pac-12,,,,,,,188.0,1020.0,11.0
Sam Adams II,2023,Washington,Pac-12,,,,,,,13.0,40.0,0.0
Sam Adams II,2024,Washington,Pac-12,,,,,,,10.0,23.0,1.0
Sam Assaf,2024,Notre Dame,Ind,,,,,,,2.0,3.0,0.0
Sam Candotti,2024,Boston College,ACC,,,,,,,1.0,6.0,0.0
Sam Ehlinger,2020,Texas,Big 12,13.0,296.0,454.0,3663.0,32.0,10.0,163.0,663.0,7.0
Sam Ehlinger,2021,Texas,Big 12,10.0,194.0,322.0,2566.0,26.0,5.0,113.0,377.0,8.0
Sam Hartman,2020,Wake Forest,ACC,4.0,55.0,97.0,830.0,4.0,2.0,27.0,89.0,1.0
Sam Hartman,2021,Wake Forest,ACC,9.0,159.0,273.0,2224.0,13.0,5.0,63.0,-1.0,2.0
Sam Hartman,2022,Wake Forest,ACC,14.0,299.0,508.0,4228.0,39.0,14.0,117.0,363.0,11.0
Sam Hartman,2023,Wake Forest,ACC,12.0,270.0,428.0,3701.0,38.0,12.0,102.0,129.0,1.0
Sam Hartman,2024,Notre Dame,Ind,12.0,191.0,301.0,2689.0,24.0,8.0,45.0,123.0,3.0
Sam Hicks,2023,Central Michigan,MAC,,,,,,,1.0,4.0,0.0
Sam Hicks,2024,Central Michigan,MAC,,,,,,,11.0,47.0,1.0
Sam Horn,2023,Missouri,SEC,1.0,0.0,2.0,0.0,0.0,0.0,1.0,10.0,0.0
Sam Horn,2024,Missouri,SEC,3.0,3.0,6.0,54.0,1.0,1.0,3.0,-1.0,0.0
Sam Howell,2020,North Carolina,ACC,13.0,259.0,422.0,3641.0,38.0,7.0,94.0,35.0,1.0
Sam Howell,2021,North Carolina,ACC,12.0,237.0,348.0,3586.0,30.0,7.0,92.0,146.0,5.0
Sam Howell,2022,North Carolina,ACC,12.0,217.0,347.0,3056.0,24.0,9.0,183.0,828.0,11.0
Sam Huard,2022,Washington,Pac-12,4.0,22.0,42.0,241.0,1.0,4.0,3.0,-32.0,0.0
Sam Huard,2023,Washington,Pac-12,1.0,2.0,2.0,24.0,0.0,0.0,1.0,-13.0,0.0
Sam Jackson,2022,Texas Christian,Big 12,2.0,1.0,1.0,77.0,0.0,0.0,6.0,15.0,0.0
Sam Jackson,2023,Texas Christian,Big 12,5.0,5.0,5.0,63.0,0.0,0.0,9.0,64.0,2.0
Sam Jackson,2024,California,Pac-12,5.0,51.0,97.0,556.0,5.0,2.0,26.0,59.0,1.0
Sam James,2020,West Virginia,Big 12,,,,,,,4.0,19.0,0.0
Sam James,2021,West Virginia,Big 12,,,,,,,1.0,4.0,0.0
Sam James,2022,West Virginia,Big 12,,,,,,,2.0,9.0,0.0
Sam James,2023,West Virginia,Big 12,12.0,1.0,1.0,12.0,0.0,0.0,3.0,9.0,0.0
Sam Kenerson,2021,Georgia Southern,Sun Belt,,,,,,,2.0,12.0,0.0
Sam Kenerson,2022,Georgia Southern,Sun Belt,7.0,2.0,3.0,20.0,0.0,1.0,9.0,35.0,0.0
Sam Laporta,2023,Iowa,Big Ten,,,,,,,2.0,6.0,0.0
Sam Leavitt,2024,Michigan State,Big Ten,4.0,15.0,23.0,139.0,2.0,2.0,13.0,67.0,0.0
Sam Loy,2020,Arkansas,SEC,12.0,0.0,1.0,0.0,0.0,1.0,,,
Sam Noyer,2021,Colorado,Pac-12,6.0,88.0,160.0,1101.0,6.0,7.0,52.0,208.0,5.0
Sam Noyer,2022,Oregon State,Pac-12,2.0,11.0,24.0,101.0,0.0,2.0,2.0,-3.0,0.0
Sam Pinckney,2022,Georgia State,Sun Belt,,,,,,,1.0,12.0,0.0
Sam Pinckney,2024,Coastal Carolina,Sun Belt,,,,,,,1.0,7.0,0.0
Sam Roush,2024,Stanford,Pac-12,,,,,,,1.0,1.0,0.0
Sam Scott,2023,Wyoming,MWC,,,,,,,3.0,11.0,0.0
Sam Scott,2024,Wyoming,MWC,,,,,,,49.0,237.0,2.0
Sam Vidlak,2022,Oregon State,Pac-12,1.0,2.0,3.0,8.0,0.0,0.0,,,
Sam Vidlak,2023,Boise State,MWC,3.0,9.0,14.0,86.0,0.0,0.0,2.0,-15.0,0.0
Sam Wiglusz,2023,Ohio,MAC,,,,,,,2.0,23.0,0.0
Sam Wiglusz,2024,Ohio,MAC,,,,,,,1.0,1.0,0.0
Samario Rudolph,2022,UAB,CUSA,,,,,,,1.0,9.0,0.0
Sammy Malignaggi,2023,James Madison,Sun Belt,,,,,,,14.0,60.0,1.0
Sammy Malignaggi,2024,James Madison,Sun Belt,,,,,,,13.0,71.0,0.0
Samori Toure,2022,Nebraska,Big Ten,,,,,,,8.0,63.0,1.0
Sampson James,2020,Indiana,Big Ten,,,,,,,81.0,275.0,3.0
Sampson James,2021,Indiana,Big Ten,,,,,,,32.0,96.0,0.0
